PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Days_To_Delivery,Days_Past_Due,Cost_Savings,Delivery_Performance,Due_This_Week,Past_Due_Bucket
PO-00668,Beta_Supplies,2023-02-22,2023-03-05,Office Supplies,Delivered,1065,47.49,41.42,113.0,Yes,11.0,581.0,6464.55,Delayed,0,60+
PO-00669,Gamma_Co,2022-12-05,2022-12-17,Packaging,Delivered,1398,75.08,67.09,57.0,Yes,12.0,659.0,11170.019999999993,Delayed,0,60+
PO-00670,Beta_Supplies,2023-07-10,2023-07-17,Packaging,Delivered,565,32.31,29.76,60.0,Yes,7.0,447.0,1440.7500000000005,On Time,0,60+
PO-00671,Epsilon_Group,2023-04-23,2023-05-06,Packaging,Pending,1089,102.66,89.21,33.0,Yes,13.0,519.0,14647.050000000003,Pending,0,60+
PO-00672,Delta_Logistics,2023-03-02,2023-03-04,Electronics,Delivered,841,86.43,83.77,125.0,No,2.0,582.0,2237.060000000009,On Time,0,60+
PO-00673,Delta_Logistics,2022-03-05,2022-03-16,Electronics,Delivered,385,18.23,17.74,0.0,Yes,11.0,935.0,188.65000000000077,Delayed,0,60+
PO-00674,Epsilon_Group,2022-07-31,2022-08-17,Office Supplies,Delivered,1832,49.01,41.86,52.0,Yes,17.0,781.0,13098.799999999997,Delayed,0,60+
PO-00675,Beta_Supplies,2023-03-07,2023-03-27,Raw Materials,Delivered,307,95.36,83.63,29.0,Yes,20.0,559.0,3601.110000000001,Delayed,0,60+
PO-00676,Epsilon_Group,2023-02-03,2023-02-08,Office Supplies,Delivered,546,101.2,97.82,21.0,Yes,5.0,606.0,1845.4800000000052,On Time,0,60+
PO-00677,Delta_Logistics,2023-08-22,2023-09-11,Raw Materials,Delivered,945,57.01,55.14,147.0,No,20.0,391.0,1767.1499999999976,Delayed,0,60+
PO-00678,Delta_Logistics,2023-12-14,2023-12-27,MRO,Pending,209,72.71,64.34,39.0,Yes,13.0,284.0,1749.3299999999979,Pending,0,60+
PO-00679,Beta_Supplies,2022-01-21,,Packaging,Delivered,1548,25.03,22.87,0.0,Yes,,0.0,3343.6800000000003,On Time,0,Not Past Due
PO-00680,Delta_Logistics,2023-08-13,2023-08-23,Raw Materials,Delivered,901,108.63,106.3,141.0,Yes,10.0,410.0,2099.3299999999986,On Time,0,60+
PO-00681,Epsilon_Group,2023-01-25,2023-02-11,Packaging,Delivered,1737,32.7,31.02,48.0,Yes,17.0,603.0,2918.1600000000058,Delayed,0,60+
PO-00682,Beta_Supplies,2023-05-04,2023-05-22,Raw Materials,Delivered,1981,102.43,90.99,204.0,Yes,18.0,503.0,22662.640000000025,Delayed,0,60+
PO-00683,Epsilon_Group,2022-01-07,2022-01-26,MRO,Pending,739,68.47,66.09,19.0,Yes,19.0,984.0,1758.8199999999965,Pending,0,60+
PO-00684,Beta_Supplies,2022-12-27,2022-12-28,Raw Materials,Delivered,1748,68.25,62.84,171.0,Yes,1.0,648.0,9456.679999999995,On Time,0,60+
PO-00685,Delta_Logistics,2022-11-02,2022-11-06,Office Supplies,Cancelled,429,58.95,55.35,59.0,No,4.0,700.0,1544.4000000000005,On Time,0,60+
PO-00686,Gamma_Co,2023-02-04,,Electronics,Delivered,1618,32.76,28.41,62.0,Yes,,0.0,7038.2999999999965,On Time,0,Not Past Due
PO-00687,Beta_Supplies,2023-03-06,2023-03-07,Packaging,Delivered,1006,27.7,23.66,101.0,No,1.0,579.0,4064.2399999999993,On Time,0,60+
PO-00688,Beta_Supplies,2023-07-06,2023-07-15,Electronics,Partially Delivered,740,32.53,29.35,84.0,Yes,9.0,449.0,2353.2,On Time,0,60+
PO-00689,Gamma_Co,2023-07-14,,Raw Materials,Delivered,1500,29.19,27.24,72.0,Yes,,0.0,2925.000000000004,On Time,0,Not Past Due
PO-00690,Delta_Logistics,2023-09-10,2023-09-29,Office Supplies,Cancelled,1686,88.18,77.15,0.0,Yes,19.0,373.0,18596.58,On Time,0,60+
PO-00691,Epsilon_Group,2022-08-14,2022-08-16,Raw Materials,Cancelled,1341,42.96,41.75,39.0,Yes,2.0,782.0,1622.610000000001,On Time,0,60+
PO-00692,Alpha_Inc,2023-05-15,2023-05-21,MRO,Cancelled,1908,16.42,15.31,36.0,Yes,6.0,504.0,2117.8800000000024,On Time,0,60+
PO-00693,Gamma_Co,2022-08-13,2022-09-02,MRO,Partially Delivered,1650,100.62,90.45,85.0,Yes,20.0,765.0,16780.500000000004,On Time,0,60+
PO-00694,Alpha_Inc,2022-10-07,2022-10-20,MRO,Delivered,1490,93.57,81.68,29.0,Yes,13.0,717.0,17716.09999999998,Delayed,0,60+
PO-00695,Delta_Logistics,2023-03-23,2023-03-31,Raw Materials,Delivered,1241,100.04,97.56,187.0,Yes,8.0,555.0,3077.680000000005,On Time,0,60+
PO-00696,Beta_Supplies,2023-05-13,2023-05-17,MRO,Delivered,1915,107.51,102.66,184.0,Yes,4.0,508.0,9287.750000000016,On Time,0,60+
PO-00697,Beta_Supplies,2022-01-30,2022-02-14,Raw Materials,Delivered,1116,25.65,24.28,121.0,Yes,15.0,965.0,1528.9199999999971,Delayed,0,60+
PO-00698,Delta_Logistics,2023-02-03,2023-02-08,Raw Materials,Delivered,1629,48.63,43.28,260.0,Yes,5.0,606.0,8715.150000000001,On Time,0,60+
PO-00699,Epsilon_Group,2022-12-11,2022-12-18,Office Supplies,Delivered,334,82.54,74.63,0.0,Yes,7.0,658.0,2641.9400000000037,On Time,0,60+
PO-00700,Epsilon_Group,2023-11-16,2023-12-06,Packaging,Delivered,446,80.63,70.37,0.0,Yes,20.0,305.0,4575.9599999999955,Delayed,0,60+
PO-00701,Delta_Logistics,2023-11-27,,Electronics,Delivered,61,26.47,24.62,6.0,Yes,,0.0,112.84999999999987,On Time,0,Not Past Due
PO-00702,Delta_Logistics,2023-02-19,2023-02-21,Packaging,Delivered,1680,88.85,87.53,0.0,Yes,2.0,593.0,2217.5999999999885,On Time,0,60+
PO-00703,Delta_Logistics,2022-06-19,2022-07-06,Electronics,Delivered,1375,30.95,30.02,223.0,Yes,17.0,823.0,1278.7499999999995,Delayed,0,60+
PO-00704,Delta_Logistics,2023-04-24,2023-05-05,Electronics,Partially Delivered,1971,32.4,30.48,321.0,Yes,11.0,520.0,3784.3199999999965,On Time,0,60+
PO-00705,Delta_Logistics,2022-05-11,2022-05-21,Raw Materials,Pending,1326,59.49,56.21,0.0,Yes,10.0,869.0,4349.280000000002,Pending,0,60+
PO-00706,Delta_Logistics,2023-09-30,2023-10-13,MRO,Cancelled,548,69.7,61.87,90.0,Yes,13.0,359.0,4290.840000000003,On Time,0,60+
PO-00707,Beta_Supplies,2023-07-01,2023-07-07,MRO,Delivered,803,67.81,61.53,78.0,Yes,6.0,457.0,5042.840000000001,On Time,0,60+
PO-00708,Alpha_Inc,2022-01-28,2022-02-15,MRO,Delivered,84,18.23,15.55,0.0,Yes,18.0,964.0,225.11999999999998,Delayed,0,60+
PO-00709,Epsilon_Group,2023-02-08,2023-02-20,Packaging,Delivered,776,94.75,90.89,19.0,Yes,12.0,594.0,2995.3599999999997,Delayed,0,60+
PO-00710,Alpha_Inc,2023-08-30,2023-09-08,MRO,Delivered,898,37.12,35.54,18.0,No,9.0,394.0,1418.8399999999986,On Time,0,60+
PO-00711,Beta_Supplies,2023-08-01,2023-08-08,Office Supplies,Cancelled,139,23.71,20.18,14.0,Yes,7.0,425.0,490.6700000000002,On Time,0,60+
PO-00712,Gamma_Co,2023-11-10,,Raw Materials,Delivered,825,99.89,97.65,30.0,Yes,,0.0,1847.9999999999957,On Time,0,Not Past Due
PO-00713,Alpha_Inc,2022-01-28,2022-02-07,MRO,Delivered,654,96.01,90.31,10.0,Yes,10.0,972.0,3727.800000000002,On Time,0,60+
PO-00714,Gamma_Co,2022-03-27,2022-04-06,MRO,Delivered,1995,88.47,82.65,87.0,No,10.0,914.0,11610.899999999987,On Time,0,60+
PO-00715,Beta_Supplies,2023-10-21,2023-10-28,MRO,Delivered,1019,91.56,77.93,111.0,No,7.0,344.0,13888.969999999996,On Time,0,60+
PO-00716,Epsilon_Group,2023-03-15,2023-03-31,Packaging,Pending,1675,73.8,65.34,42.0,Yes,16.0,555.0,14170.499999999989,Pending,0,60+
PO-00717,Gamma_Co,2022-05-19,2022-05-31,Raw Materials,Pending,1071,60.77,58.5,0.0,Yes,12.0,859.0,2431.1700000000033,Pending,0,60+
PO-00718,Beta_Supplies,2023-04-18,2023-04-27,Office Supplies,Delivered,467,19.17,17.11,49.0,Yes,9.0,528.0,962.0200000000011,On Time,0,60+
PO-00719,Delta_Logistics,2022-07-06,2022-07-25,MRO,Pending,164,48.16,47.46,27.0,Yes,19.0,804.0,114.7999999999993,Pending,0,60+
PO-00720,Epsilon_Group,2022-02-21,2022-03-06,Electronics,Cancelled,666,43.76,41.13,18.0,Yes,13.0,945.0,1751.579999999997,On Time,0,60+
PO-00721,Delta_Logistics,2022-09-24,2022-10-07,Packaging,Partially Delivered,1976,34.71,31.56,286.0,No,13.0,730.0,6224.400000000004,On Time,0,60+
PO-00722,Epsilon_Group,2023-01-24,2023-01-29,MRO,Delivered,1269,79.61,71.86,47.0,Yes,5.0,616.0,9834.75,On Time,0,60+
PO-00723,Epsilon_Group,2022-12-02,2022-12-12,MRO,Delivered,875,57.63,51.8,16.0,Yes,10.0,664.0,5101.250000000005,On Time,0,60+
PO-00724,Alpha_Inc,2022-08-05,,Packaging,Partially Delivered,1574,17.9,15.85,31.0,Yes,,0.0,3226.6999999999985,On Time,0,Not Past Due
PO-00725,Epsilon_Group,2023-04-11,2023-04-26,Office Supplies,Partially Delivered,1699,32.05,29.34,69.0,Yes,15.0,529.0,4604.289999999995,On Time,0,60+
PO-00726,Alpha_Inc,2022-12-01,2022-12-17,Electronics,Delivered,1566,75.43,71.27,27.0,Yes,16.0,659.0,6514.560000000017,Delayed,0,60+
PO-00727,Gamma_Co,2022-12-12,2022-12-30,Electronics,Delivered,1148,17.78,17.16,61.0,Yes,18.0,646.0,711.7600000000011,Delayed,0,60+
PO-00728,Epsilon_Group,2023-01-24,2023-02-11,Office Supplies,Delivered,462,91.81,83.14,11.0,Yes,18.0,603.0,4005.540000000001,Delayed,0,60+
PO-00729,Gamma_Co,2022-10-12,2022-10-17,Packaging,Delivered,1449,57.02,49.28,71.0,Yes,5.0,720.0,11215.260000000002,On Time,0,60+
PO-00730,Epsilon_Group,2023-03-08,2023-03-27,MRO,Delivered,1493,56.98,52.51,43.0,Yes,19.0,559.0,6673.709999999998,Delayed,0,60+
PO-00731,Alpha_Inc,2022-09-16,2022-09-18,Office Supplies,Delivered,778,65.85,62.08,0.0,No,2.0,749.0,2933.0599999999968,On Time,0,60+
PO-00732,Delta_Logistics,2022-03-25,2022-04-11,Packaging,Partially Delivered,1350,85.06,82.34,0.0,No,17.0,909.0,3671.9999999999986,On Time,0,60+
PO-00733,Epsilon_Group,2023-04-27,2023-05-05,Packaging,Delivered,1070,44.4,40.07,26.0,Yes,8.0,520.0,4633.0999999999985,On Time,0,60+
PO-00734,Beta_Supplies,2022-01-20,2022-02-03,Packaging,Pending,810,71.02,66.8,73.0,Yes,14.0,976.0,3418.199999999999,Pending,0,60+
PO-00735,Delta_Logistics,2023-07-07,2023-07-23,Packaging,Cancelled,725,66.4,62.1,118.0,Yes,16.0,441.0,3117.500000000003,On Time,0,60+
PO-00736,Alpha_Inc,2022-02-23,2022-02-28,Electronics,Delivered,1467,34.2,30.5,25.0,Yes,5.0,951.0,5427.900000000004,On Time,0,60+
PO-00737,Beta_Supplies,2022-12-25,2023-01-12,Packaging,Delivered,1942,93.98,81.31,198.0,Yes,18.0,633.0,24605.140000000003,Delayed,0,60+
PO-00738,Gamma_Co,2022-08-18,,Office Supplies,Delivered,506,84.63,72.69,20.0,Yes,,0.0,6041.6399999999985,On Time,0,Not Past Due
PO-00739,Alpha_Inc,2023-10-28,2023-11-13,MRO,Delivered,969,76.53,75.64,30.0,Yes,16.0,328.0,862.4100000000005,Delayed,0,60+
PO-00740,Delta_Logistics,2022-03-12,2022-03-19,MRO,Delivered,241,87.42,82.15,0.0,Yes,7.0,932.0,1270.069999999999,On Time,0,60+
PO-00741,Gamma_Co,2023-10-30,2023-11-09,Raw Materials,Delivered,788,97.3,94.44,32.0,Yes,10.0,332.0,2253.6799999999994,On Time,0,60+
PO-00742,Gamma_Co,2022-02-11,2022-02-13,Office Supplies,Delivered,1762,74.12,65.71,94.0,Yes,2.0,966.0,14818.420000000018,On Time,0,60+
PO-00743,Alpha_Inc,2022-02-01,2022-02-11,Raw Materials,Pending,1172,85.76,81.43,25.0,Yes,10.0,968.0,5074.759999999998,Pending,0,60+
PO-00744,Delta_Logistics,2022-09-11,2022-09-30,Office Supplies,Delivered,1621,75.68,73.78,226.0,No,19.0,737.0,3079.900000000009,Delayed,0,60+
PO-00745,Alpha_Inc,2022-07-24,2022-07-26,Packaging,Delivered,1027,73.35,65.42,24.0,No,2.0,803.0,8144.109999999992,On Time,0,60+
PO-00746,Beta_Supplies,2022-01-21,,Raw Materials,Delivered,1058,65.68,57.21,101.0,Yes,,0.0,8961.260000000006,On Time,0,Not Past Due
PO-00747,Beta_Supplies,2023-09-29,2023-10-05,Packaging,Delivered,145,85.52,81.86,11.0,No,6.0,367.0,530.6999999999995,On Time,0,60+
PO-00748,Epsilon_Group,2022-06-06,,Office Supplies,Delivered,1737,24.88,24.28,46.0,Yes,,0.0,1042.1999999999964,On Time,0,Not Past Due
PO-00749,Gamma_Co,2022-09-02,2022-09-15,Electronics,Delivered,712,92.85,89.39,43.0,Yes,13.0,752.0,2463.5199999999954,Delayed,0,60+
PO-00750,Epsilon_Group,2022-05-10,2022-05-16,Electronics,Delivered,1263,90.24,86.84,28.0,Yes,6.0,874.0,4294.199999999989,On Time,0,60+
PO-00751,Delta_Logistics,2023-04-30,,Electronics,Delivered,1809,13.58,12.68,0.0,No,,0.0,1628.1000000000006,On Time,0,Not Past Due
PO-00752,Beta_Supplies,2023-11-17,,Electronics,Cancelled,86,93.6,88.22,5.0,Yes,,0.0,462.6799999999996,On Time,0,Not Past Due
PO-00753,Epsilon_Group,2022-04-28,,MRO,Delivered,1853,21.92,20.72,0.0,Yes,,0.0,2223.6000000000054,On Time,0,Not Past Due
PO-00754,Beta_Supplies,2023-08-01,2023-08-02,Electronics,Delivered,1442,43.98,41.82,140.0,No,1.0,431.0,3114.7199999999953,On Time,0,60+
PO-00755,Beta_Supplies,2022-08-12,2022-09-01,Office Supplies,Pending,1768,79.61,74.97,207.0,No,20.0,766.0,8203.52,Pending,0,60+
PO-00756,Beta_Supplies,2023-04-22,2023-05-03,Electronics,Partially Delivered,1598,26.3,26.03,154.0,No,11.0,522.0,431.4599999999993,On Time,0,60+
PO-00757,Alpha_Inc,2023-12-18,2024-01-05,MRO,Cancelled,328,93.23,82.63,6.0,Yes,18.0,275.0,3476.800000000003,On Time,0,60+
PO-00758,Epsilon_Group,2022-09-20,2022-09-25,Packaging,Delivered,266,88.29,80.22,4.0,Yes,5.0,742.0,2146.620000000002,On Time,0,60+
PO-00759,Gamma_Co,2023-01-13,2023-01-28,Raw Materials,Delivered,916,59.01,53.37,47.0,Yes,15.0,617.0,5166.240000000001,Delayed,0,60+
PO-00760,Epsilon_Group,2022-06-21,2022-06-25,Packaging,Cancelled,922,10.84,9.27,29.0,Yes,4.0,834.0,1447.5400000000002,On Time,0,60+
PO-00761,Gamma_Co,2023-09-13,2023-09-28,Packaging,Delivered,1871,39.42,37.41,101.0,No,15.0,374.0,3760.7100000000096,Delayed,0,60+
PO-00762,Epsilon_Group,2023-09-14,2023-09-20,Raw Materials,Delivered,1346,72.08,67.04,38.0,Yes,6.0,382.0,6783.839999999989,On Time,0,60+
PO-00763,Epsilon_Group,2022-04-28,2022-05-09,Electronics,Delivered,1954,99.78,87.47,57.0,Yes,11.0,881.0,24053.740000000005,Delayed,0,60+
PO-00764,Beta_Supplies,2022-06-17,2022-07-06,Electronics,Delivered,111,68.53,65.22,11.0,Yes,19.0,823.0,367.41000000000025,Delayed,0,60+
PO-00765,Gamma_Co,2022-11-15,2022-11-22,Office Supplies,Pending,645,35.05,30.88,27.0,Yes,7.0,684.0,2689.6499999999987,Pending,0,60+
PO-00766,Gamma_Co,2022-04-21,2022-05-04,Electronics,Cancelled,1953,68.07,62.95,87.0,Yes,13.0,886.0,9999.35999999998,On Time,0,60+
PO-00767,Gamma_Co,2023-08-16,2023-09-02,Electronics,Delivered,778,64.17,61.6,47.0,Yes,17.0,400.0,1999.4600000000003,Delayed,0,60+
PO-00768,Epsilon_Group,2022-01-27,2022-02-09,Office Supplies,Delivered,1415,80.19,78.34,0.0,Yes,13.0,970.0,2617.749999999992,Delayed,0,60+
PO-00769,Gamma_Co,2022-11-16,2022-11-22,Raw Materials,Delivered,446,20.61,19.46,14.0,Yes,6.0,684.0,512.8999999999994,On Time,0,60+
PO-00770,Epsilon_Group,2023-08-13,,Office Supplies,Delivered,748,85.95,79.16,32.0,Yes,,0.0,5078.920000000005,On Time,0,Not Past Due
PO-00771,Alpha_Inc,2023-11-25,2023-12-03,Electronics,Pending,1092,65.17,63.11,21.0,Yes,8.0,308.0,2249.5200000000023,Pending,0,60+
PO-00772,Beta_Supplies,2023-01-20,2023-02-02,Electronics,Delivered,226,102.47,99.16,28.0,Yes,13.0,612.0,748.0600000000005,Delayed,0,60+
PO-00773,Delta_Logistics,2023-02-11,2023-02-20,Electronics,Delivered,1685,43.42,42.24,262.0,Yes,9.0,594.0,1988.2999999999995,On Time,0,60+
PO-00774,Alpha_Inc,2022-07-23,,Office Supplies,Delivered,445,68.94,60.35,7.0,Yes,,0.0,3822.5499999999984,On Time,0,Not Past Due
PO-00775,Gamma_Co,2022-03-19,2022-04-07,Raw Materials,Delivered,494,94.82,81.89,29.0,Yes,19.0,913.0,6387.419999999996,Delayed,0,60+
PO-00776,Beta_Supplies,2023-08-30,2023-09-11,MRO,Delivered,1306,21.05,18.27,128.0,Yes,12.0,391.0,3630.6800000000017,Delayed,0,60+
PO-00777,Beta_Supplies,2023-12-09,2023-12-11,Office Supplies,Delivered,1988,105.2,93.23,187.0,Yes,2.0,300.0,23796.359999999997,On Time,0,60+
